585.6,134
585.6005,142
585.601,138
585.6015,140
585.602,152
585.6025,118
585.603,140
585.6035,142
585.604,114
585.6045,156
585.605,94
585.6055,118
585.606,134
585.6065,134
585.607,170
585.6075,120
585.608,126
585.6085,128
585.609,138
585.6095,146
585.61,150
585.6105,154
585.611,154
585.6115,168
585.612,154
585.6125,140
585.613,126
585.6135,150
585.614,136
585.6145,126
585.615,116
585.6155,130
585.616,114
585.6165,154
585.617,126
585.6175,136
585.618,142
585.6185,138
585.619,154
585.6195,178
585.62,136
585.6205,106
585.621,166
585.6215,112
585.622,164
585.6225,144
585.623,180
585.6235,112
585.624,146
585.6245,124
585.625,126
585.6255,154
585.626,132
585.6265,104
585.627,142
585.6275,138
585.628,130
585.6285,124
585.629,116
585.6295,120
585.63,138
585.6305,122
585.631,132
585.6315,134
585.632,128
585.6325,158
585.633,142
585.6335,152
585.634,158
585.6345,182
585.635,142
585.6355,148
585.636,140
585.6365,162
585.637,148
585.6375,150
585.638,152
585.6385,120
585.639,156
585.6395,134
585.64,138
585.6405,128
585.641,138
585.6415,150
585.642,114
585.6425,178
585.643,140
585.6435,134
585.644,156
585.6445,142
585.645,114
585.6455,170
585.646,164
585.6465,148
585.647,158
585.6475,164
585.648,148
585.6485,124
585.649,144
585.6495,166
585.65,146
585.6505,150
585.651,140
585.6515,148
585.652,156
585.6525,188
585.653,206
585.6535,162
585.654,196
585.6545,170
585.655,196
585.6555,186
585.656,188
585.6565,126
585.657,198
585.6575,186
585.658,162
585.6585,172
585.659,216
585.6595,152
585.66,146
585.6605,170
585.661,194
585.6615,228
585.662,254
585.6625,186
585.663,190
585.6635,250
585.664,244
585.6645,264
585.665,202
585.6655,224
585.666,270
585.6665,268
585.667,256
585.6675,320
585.668,274
585.6685,312
585.669,312
585.6695,386
585.67,338
585.6705,298
585.671,384
585.6715,354
585.672,422
585.6725,358
585.673,528
585.6735,546
585.674,518
585.6745,612
585.675,636
585.6755,676
585.676,766
585.6765,760
585.677,766
585.6775,766
585.678,892
585.6785,840
585.679,1012
585.6795,1016
585.68,1142
585.6805,1238
585.681,1382
585.6815,1450
585.682,1748
585.6825,1794
585.683,1852
585.6835,2068
585.684,2304
585.6845,2510
585.685,2616
585.6855,2736
585.686,3216
585.6865,3314
585.687,3776
585.6875,4002
585.688,4474
585.6885,4702
585.689,5100
585.6895,5418
585.69,5614
585.6905,5816
585.691,6254
585.6915,6480
585.692,6866
585.6925,6808
585.693,6982
585.6935,6950
585.694,6990
585.6945,7256
585.695,7304
585.6955,7148
585.696,7084
585.6965,6826
585.697,6892
585.6975,6846
585.698,6508
585.6985,6316
585.699,5874
585.6995,5698
585.7,5480
585.7005,4998
585.701,4988
585.7015,4610
585.702,4066
585.7025,3788
585.703,3620
585.7035,3194
585.704,2996
585.7045,2562
585.705,2612
585.7055,2266
585.706,1898
585.7065,1840
585.707,1688
585.7075,1508
585.708,1364
585.7085,1174
585.709,1168
585.7095,1128
585.71,964
585.7105,816
585.711,876
585.7115,764
585.712,832
585.7125,784
585.713,722
585.7135,618
585.714,664
585.7145,696
585.715,598
585.7155,526
585.716,494
585.7165,562
585.717,492
585.7175,396
585.718,450
585.7185,392
585.719,366
585.7195,334
585.72,346
585.7205,324
585.721,334
585.7215,336
585.722,304
585.7225,264
585.723,250
585.7235,288
585.724,224
585.7245,238
585.725,214
585.7255,260
585.726,266
585.7265,186
585.727,224
585.7275,204
585.728,236
585.7285,214
585.729,208
585.7295,182
585.73,190
585.7305,266
585.731,196
585.7315,192
585.732,146
585.7325,188
585.733,182
585.7335,188
585.734,168
585.7345,162
585.735,214
585.7355,180
585.736,208
585.7365,148
585.737,166
585.7375,176
585.738,168
585.7385,152
585.739,144
585.7395,184
585.74,180
585.7405,166
585.741,142
585.7415,170
585.742,126
585.7425,204
585.743,190
585.7435,132
585.744,186
585.7445,172
585.745,128
585.7455,158
585.746,144
585.7465,182
585.747,144
585.7475,148
585.748,192
585.7485,142
585.749,164
585.7495,180
585.75,168
585.7505,130
585.751,160
585.7515,142
585.752,160
585.7525,168
585.753,174
585.7535,140
585.754,132
585.7545,112
585.755,112
585.7555,148
585.756,140
585.7565,150
585.757,124
585.7575,132
585.758,150
585.7585,158
585.759,150
585.7595,154
585.76,126
585.7605,134
585.761,136
585.7615,128
585.762,134
585.7625,144
585.763,110
585.7635,134
585.764,170
585.7645,134
585.765,140
585.7655,156
585.766,136
585.7665,122
585.767,158
585.7675,154
585.768,162
585.7685,130
585.769,168
585.7695,140
585.77,132
585.7705,142
585.771,132
585.7715,134
585.772,138
585.7725,124
585.773,142
585.7735,134
585.774,136
585.7745,126
585.775,132
585.7755,162
585.776,128
585.7765,128
585.777,124
585.7775,156
585.778,118
585.7785,124
585.779,142
585.7795,126
585.78,154
585.7805,104
585.781,124
585.7815,164
585.782,154
585.7825,140
585.783,116
585.7835,128
585.784,172
585.7845,118
585.785,130
585.7855,114
585.786,156
585.7865,176
585.787,132
585.7875,156
585.788,134
585.7885,116
585.789,142
585.7895,152
585.79,136
585.7905,150
585.791,126
585.7915,132
585.792,114
585.7925,116
585.793,118
585.7935,142
585.794,144
585.7945,140
585.795,182
585.7955,132
585.796,118
585.7965,148
585.797,136
585.7975,146
585.798,136
585.7985,100
585.799,144
585.7995,132
585.8,148
