A B C D E F G H I J K L M N O A@2 S1@2 A@3 B@3 C1@3 C2@3 C3@3 C4@3 C5@3 C6@3 C7@3 C8@3 C9@3 C10@3 C11@3 C12@3 C13@3 C14@3 C15@3 C16@3 C17@3 C18@3 C19@3 C20@3 C21@3 C22@3 C23@3 C24@3 C25@3 C26@3 C27@3 C28@3 C29@3 C30@3 
embedding:Default25G 588.5 150  
588.5 134 
588.501 112 
588.501 152 
588.502 118 
588.503 144 
588.503 124 
588.504 132 
588.504 138 
588.505 122 
588.505 126 
588.505 124 
588.506 152 
588.506 96 
588.507 112 
588.508 116 
588.508 148 
588.509 90 
588.509 120 
588.51 126 
588.51 142 
588.51 124 
588.511 122 
588.511 104 
588.512 130 
588.513 140 
588.513 98 
588.514 126 
588.514 128 
588.514 130 
588.515 126 
Double click graph to do analysis 588.515 134 
Experiment Comments:  Instrument Info: User Comments: 588.516 124 
var://page.info.tree.HJYInfo.ExpSummary.Comment$ var://page.info.tree.HJYInfo.ExpSummary.Instrument$  EMF 320x240: 2136 bytes (0x50213D2D) 588.516 94 
588.517 100 
588.518 124 
588.518 104 
588.519 116 
588.519 124 
588.519 158 
588.52 158 
588.52 104 
588.521 98 
588.521 96 
588.522 128 
588.523 116 
588.523 116 
588.524 100 
588.524 154 
588.524 132 
588.525 126 
588.525 128 
588.526 110 
588.527 128 
588.527 106 
588.528 140 
588.528 124 
588.529 192 
588.529 122 
588.529 148 
588.53 132 
588.53 148 
588.531 150 
588.532 110 
588.532 92 
588.533 178 
588.533 90 
588.534 124 
588.534 152 
588.534 144 
588.535 128 
588.535 134 
588.536 156 
588.537 144 
588.537 140 
588.538 138 
588.538 144 
588.538 134 
588.539 142 
588.539 108 
588.54 134 
588.54 156 
588.541 132 
588.542 108 
588.542 128 
588.543 130 
588.543 148 
588.543 152 
588.544 118 
588.544 136 
588.545 138 
588.545 146 
588.546 134 
588.547 124 
588.547 132 
588.548 156 
588.548 142 
588.548 128 
588.549 154 
588.549 98 
588.55 134 
588.551 100 
588.551 122 
588.552 98 
588.552 162 
588.553 128 
588.553 136 
588.553 146 
588.554 116 
588.554 136 
588.555 126 
588.556 132 
588.556 142 
588.557 124 
588.557 134 
588.558 148 
588.558 132 
588.558 182 
588.559 166 
588.559 140 
588.56 144 
588.561 122 
588.561 128 
588.562 158 
588.562 130 
588.562 124 
588.563 130 
588.563 116 
588.564 136 
588.564 156 
588.565 166 
588.566 164 
588.566 138 
588.567 144 
588.567 180 
588.567 140 
588.568 170 
588.568 160 
588.569 136 
588.569 136 
588.57 138 
588.571 132 
588.571 142 
588.572 154 
588.572 146 
588.572 150 
588.573 174 
588.573 140 
588.574 154 
588.574 136 
588.575 168 
588.576 148 
588.576 140 
588.577 130 
588.577 152 
588.577 144 
588.578 198 
588.578 156 
588.579 180 
588.58 172 
588.58 138 
588.581 160 
588.581 164 
588.582 126 
588.582 168 
588.582 154 
588.583 170 
588.583 180 
588.584 200 
588.585 184 
588.585 180 
588.586 224 
588.586 208 
588.587 172 
588.587 254 
588.587 226 
588.588 224 
588.588 274 
588.589 240 
588.59 348 
588.59 354 
588.591 380 
588.591 424 
588.591 492 
588.592 534 
588.592 608 
588.593 708 
588.593 848 
588.594 828 
588.595 950 
588.595 1030 
588.596 1182 
588.596 1288 
588.596 1356 
588.597 1568 
588.597 1806 
588.598 1860 
588.598 1970 
588.599 2284 
588.6 2290 
588.6 2464 
588.601 2656 
588.601 2690 
588.601 2816 
588.602 2968 
588.602 2912 
588.603 2988 
588.604 3084 
588.604 3136 
588.605 3012 
588.605 3182 
588.606 3098 
588.606 3072 
588.606 2998 
588.607 2796 
588.607 2750 
588.608 2652 
588.609 2434 
588.609 2440 
588.61 2254 
588.61 2116 
588.611 2058 
588.611 1838 
588.611 1778 
588.612 1602 
588.612 1242 
588.613 1270 
588.614 1116 
588.614 1086 
588.615 978 
588.615 852 
588.615 742 
588.616 688 
588.616 610 
588.617 574 
588.617 508 
588.618 508 
588.619 502 
588.619 410 
588.62 348 
588.62 400 
588.62 360 
588.621 348 
588.621 414 
588.622 288 
588.622 364 
588.623 358 
588.624 344 
588.624 382 
588.625 392 
588.625 404 
588.625 426 
588.626 386 
588.626 368 
588.627 404 
588.628 360 
588.628 424 
588.629 428 
588.629 396 
588.63 434 
588.63 360 
588.63 368 
588.631 434 
588.631 368 
588.632 432 
588.633 410 
588.633 412 
588.634 506 
588.634 462 
588.635 484 
588.635 508 
588.635 514 
588.636 666 
588.636 668 
