A B C D E F G H I J K L M N O A@2 S1@2 A@3 B@3 C1@3 C2@3 C3@3 C4@3 C5@3 C6@3 C7@3 C8@3 C9@3 C10@3 C11@3 C12@3 C13@3 C14@3 C15@3 C16@3 C17@3 C18@3 C19@3 C20@3 C21@3 C22@3 C23@3 C24@3 C25@3 C26@3 C27@3 C28@3 C29@3 C30@3 
embedding:Default16G 546.48 148  
546.481 184 
546.481 162 
546.481 160 
546.482 152 
546.483 170 
546.483 128 
546.484 172 
546.484 164 
546.485 170 
546.485 176 
546.486 150 
546.486 172 
546.486 206 
546.487 140 
546.488 188 
546.488 152 
546.489 184 
546.489 192 
546.49 236 
546.49 188 
546.49 232 
546.491 248 
546.491 206 
546.492 270 
546.493 260 
546.493 252 
546.494 266 
546.494 372 
546.495 342 
546.495 352 
Double click graph to do analysis 546.495 370 
Experiment Comments:  Instrument Info: User Comments: 546.496 360 
var://page.info.tree.HJYInfo.ExpSummary.Comment$ var://page.info.tree.HJYInfo.ExpSummary.Instrument$  EMF 320x240: 2136 bytes (0x50213D2D) 546.496 366 
546.497 364 
546.498 476 
546.498 504 
546.499 516 
546.499 502 
546.5 558 
546.5 572 
546.5 670 
546.501 608 
546.501 696 
546.502 682 
546.503 688 
546.503 712 
546.504 712 
546.504 728 
546.505 802 
546.505 764 
546.505 902 
546.506 754 
546.507 852 
546.507 878 
546.508 990 
546.508 1026 
546.509 1114 
546.509 1160 
546.51 1160 
546.51 1502 
546.51 1490 
546.511 1732 
546.512 1926 
546.512 2290 
546.513 2528 
546.513 2660 
546.514 3348 
546.514 3932 
546.514 4142 
546.515 4804 
546.515 5218 
546.516 6036 
546.517 6558 
546.517 7040 
546.518 8398 
546.518 8984 
546.519 10140 
546.519 11110 
546.519 12252 
546.52 13176 
546.52 13626 
546.521 15000 
546.522 15576 
546.522 16526 
546.523 17008 
546.523 18274 
546.524 18688 
546.524 19078 
546.524 19090 
546.525 19936 
546.525 19630 
546.526 19846 
546.527 19544 
546.527 19482 
546.528 19308 
546.528 18488 
546.529 18456 
546.529 17682 
546.529 17656 
546.53 16878 
546.531 15586 
546.531 15528 
546.532 14688 
546.532 13528 
546.533 12882 
546.533 12098 
546.534 10636 
546.534 9654 
546.534 8952 
546.535 8112 
546.536 7114 
546.536 6590 
546.537 5988 
546.537 5270 
546.538 4844 
546.538 4068 
546.538 3784 
546.539 3644 
546.539 3164 
546.54 2550 
546.541 2434 
546.541 2290 
546.542 2004 
546.542 1834 
546.543 1614 
546.543 1408 
546.543 1186 
546.544 1282 
546.544 1132 
546.545 902 
546.546 928 
546.546 828 
546.547 722 
546.547 718 
546.548 602 
546.548 520 
546.548 572 
546.549 538 
546.549 454 
546.55 374 
546.551 412 
546.551 366 
546.552 370 
546.552 332 
546.553 316 
546.553 252 
546.553 326 
546.554 286 
546.554 288 
546.555 238 
546.556 232 
546.556 252 
546.557 306 
546.557 276 
546.558 216 
546.558 234 
546.558 192 
546.559 212 
546.56 244 
546.56 206 
546.561 214 
546.561 234 
546.562 234 
546.562 228 
546.562 212 
546.563 208 
546.563 182 
546.564 212 
546.565 158 
546.565 198 
546.566 182 
546.566 194 
546.567 240 
546.567 214 
546.567 194 
546.568 178 
546.568 218 
546.569 164 
546.57 182 
546.57 196 
546.571 154 
546.571 176 
546.572 198 
546.572 228 
546.572 142 
546.573 158 
546.573 162 
546.574 186 
546.575 176 
546.575 204 
546.576 182 
546.576 206 
546.577 172 
546.577 184 
546.577 162 
546.578 194 
546.578 170 
546.579 186 
546.58 184 
546.58 164 








































































































































































































