A B C D E F G H I J K L M N O A@2 S1@2 A@3 B@3 C1@3 C2@3 C3@3 C4@3 C5@3 C6@3 C7@3 C8@3 C9@3 C10@3 C11@3 C12@3 C13@3 C14@3 C15@3 C16@3 C17@3 C18@3 C19@3 C20@3 C21@3 C22@3 C23@3 C24@3 C25@3 C26@3 C27@3 C28@3 C29@3 C30@3 
embedding:Default8G 436 120  
436 124 
436.001 158 
436.002 128 
436.002 154 
436.002 140 
436.003 130 
436.003 130 
436.004 116 
436.005 126 
436.005 148 
436.005 150 
436.006 116 
436.007 162 
436.007 138 
436.007 116 
436.008 136 
436.009 120 
436.009 116 
436.01 132 
436.01 148 
436.01 118 
436.011 110 
436.012 108 
436.012 118 
436.012 116 
436.013 132 
436.014 116 
436.014 130 
436.014 118 
436.015 92 
Double click graph to do analysis 436.015 110 
Experiment Comments:  Instrument Info: User Comments: 436.016 100 
var://page.info.tree.HJYInfo.ExpSummary.Comment$ var://page.info.tree.HJYInfo.ExpSummary.Instrument$  EMF 320x240: 2136 bytes (0x50213D2D) 436.017 130 
436.017 148 
436.017 106 
436.018 154 
436.019 152 
436.019 134 
436.019 116 
436.02 130 
436.021 128 
436.021 120 
436.022 164 
436.022 144 
436.022 114 
436.023 142 
436.024 130 
436.024 158 
436.024 142 
436.025 122 
436.026 134 
436.026 132 
436.026 96 
436.027 136 
436.027 120 
436.028 110 
436.029 104 
436.029 134 
436.029 90 
436.03 128 
436.031 110 
436.031 120 
436.031 162 
436.032 114 
436.033 142 
436.033 108 
436.034 124 
436.034 122 
436.034 114 
436.035 114 
436.036 114 
436.036 132 
436.036 118 
436.037 128 
436.038 102 
436.038 128 
436.038 126 
436.039 152 
436.039 126 
436.04 118 
436.041 134 
436.041 106 
436.041 118 
436.042 134 
436.043 134 
436.043 146 
436.043 118 
436.044 134 
436.045 126 
436.045 162 
436.046 140 
436.046 102 
436.046 116 
436.047 130 
436.048 72 
436.048 158 
436.048 118 
436.049 102 
436.05 116 
436.05 134 
436.05 126 
436.051 126 
436.051 108 
436.052 110 
436.053 122 
436.053 154 
436.053 134 
436.054 152 
436.055 160 
436.055 122 
436.055 120 
436.056 124 
436.057 168 
436.057 144 
436.058 134 
436.058 124 
436.058 112 
436.059 138 
436.06 152 
436.06 130 
436.06 134 
436.061 88 
436.062 128 
436.062 166 
436.062 130 
436.063 116 
436.063 156 
436.064 124 
436.065 148 
436.065 146 
436.065 126 
436.066 130 
436.067 126 
436.067 124 
436.067 126 
436.068 96 
436.068 96 
436.069 134 
436.07 150 
436.07 130 
436.07 130 
436.071 150 
436.072 90 
436.072 128 
436.072 146 
436.073 134 
436.074 144 
436.074 144 
436.075 120 
436.075 150 
436.075 122 
436.076 138 
436.077 132 
436.077 108 
436.077 150 
436.078 124 
436.079 122 
436.079 140 
436.079 134 
436.08 112 
436.08 122 
436.081 130 
436.082 116 
436.082 134 
436.082 122 
436.083 136 
436.084 120 
436.084 160 
436.084 134 
436.085 124 
436.086 100 
436.086 144 
436.087 136 
436.087 130 
436.087 124 
436.088 114 
436.089 120 
436.089 128 
436.089 136 
436.09 134 
436.091 134 
436.091 168 
436.091 148 
436.092 116 
436.092 118 
436.093 148 
436.094 144 
436.094 134 
436.094 154 
436.095 148 
436.096 124 
436.096 94 
436.096 164 
436.097 134 
436.098 102 
436.098 90 
436.099 132 
436.099 124 
436.099 108 
436.1 108 
436.101 146 
436.101 156 
436.101 130 
436.102 158 
436.103 96 
436.103 96 
436.103 142 
436.104 134 
436.104 134 
436.105 120 
436.106 134 
436.106 146 
436.106 120 
436.107 116 
436.108 124 
436.108 122 
436.108 148 
436.109 160 
436.11 162 
436.11 132 
436.111 156 
436.111 136 
436.111 118 
436.112 124 
436.113 112 
436.113 118 
436.113 162 
436.114 136 
436.115 134 
436.115 118 
436.115 134 
436.116 116 
436.116 126 
436.117 110 
436.118 114 
436.118 120 
436.118 128 
436.119 130 
436.12 122 
436.12 122 
436.12 152 
436.121 140 
436.122 94 
436.122 134 
436.123 120 
436.123 136 
436.123 104 
436.124 124 
436.125 136 
436.125 134 
436.125 112 
436.126 148 
436.127 122 
436.127 164 
436.127 116 
436.128 112 
436.128 154 
436.129 108 
436.13 100 
436.13 144 
436.13 120 
436.131 156 
436.132 158 
436.132 112 
436.132 140 
436.133 146 
436.134 126 
436.134 102 
436.135 148 
436.135 124 
436.135 112 
436.136 104 
436.137 108 
436.137 136 
436.137 140 
436.138 132 
436.139 118 
436.139 118 
436.139 106 
436.14 130 
436.14 128 
436.141 118 
436.142 130 
436.142 120 
436.142 172 
436.143 158 
436.144 132 
436.144 112 
436.144 152 
436.145 150 
436.146 110 
436.146 110 
436.147 122 
436.147 116 
436.147 160 
436.148 94 
436.149 136 
436.149 142 
436.149 146 
436.15 160 
436.151 112 
436.151 126 
436.151 128 
436.152 122 
436.152 122 
436.153 122 
436.154 120 
436.154 134 
436.154 108 
436.155 148 
436.156 160 
436.156 100 
436.156 126 
436.157 128 
436.158 138 
436.158 124 
436.159 142 
436.159 112 
436.159 120 
436.16 132 
436.161 94 
436.161 100 
436.161 128 
436.162 120 
436.163 118 
436.163 136 
436.163 130 
436.164 104 
436.164 118 
436.165 134 
436.166 134 
436.166 126 
436.166 132 
436.167 154 
436.168 126 
436.168 112 
436.168 136 
